text_id,category,entity_text,entity_label,start_char,end_char,system
51,policy,annually,DATE,267,275,ruler_before_ner
51,policy,2030,DATE,279,283,ruler_before_ner
51,policy,Saudi,NORP,296,301,ruler_before_ner
51,policy,Green Initiative,GPE,302,318,ruler_before_ner
51,policy,Middle East Green Initiative,LOC,335,363,ruler_before_ner
51,policy,50 billion,CARDINAL,385,395,ruler_before_ner
52,policy,Kigali Amendment,AGREEMENT,4,20,ruler_before_ner
52,policy,Montreal Protocol,AGREEMENT,28,45,ruler_before_ner
52,policy,January 2019,DATE,75,87,ruler_before_ner
52,policy,80%,PERCENT,101,104,ruler_before_ner
52,policy,2047,DATE,166,170,ruler_before_ner
52,policy,thousands,CARDINAL,229,238,ruler_before_ner
52,policy,UNEP,ORG,266,270,ruler_before_ner
52,policy,Kigali Amendment,AGREEMENT,313,329,ruler_before_ner
52,policy,0.5 degrees,QUANTITY,347,358,ruler_before_ner
52,policy,2100,DATE,381,385,ruler_before_ner
53,policy,Jordanian,NORP,4,13,ruler_before_ner
53,policy,the Renewable Energy and Energy Efficiency Law,ORG,32,78,ruler_before_ner
53,policy,December 2023,DATE,82,95,ruler_before_ner
53,policy,$50 million,MONEY,278,289,ruler_before_ner
53,policy,the Central Bank of Jordan,ORG,336,362,ruler_before_ner
54,science,Nature Communications,ORG,21,42,ruler_before_ner
54,science,February 2024,DATE,46,59,ruler_before_ner
54,science,Arctic,LOC,109,115,ruler_before_ner
54,science,first,ORDINAL,137,142,ruler_before_ner
54,science,September,DATE,152,161,ruler_before_ner
54,science,a decade earlier,DATE,185,201,ruler_before_ner
54,science,40 years,DATE,273,281,ruler_before_ner
54,science,2050,DATE,413,417,ruler_before_ner
55,science,CO2,PRODUCT,47,50,ruler_before_ner
55,science,36.8 billion tonnes,QUANTITY,100,119,ruler_before_ner
55,science,2023,DATE,123,127,ruler_before_ner
55,science,1.1%,PERCENT,131,135,ruler_before_ner
55,science,2022,DATE,150,154,ruler_before_ner
55,science,1.0%,PERCENT,179,183,ruler_before_ner
55,science,15.5 billion tonnes,QUANTITY,187,206,ruler_before_ner
55,science,1.5%,PERCENT,235,239,ruler_before_ner
55,science,0.5%,PERCENT,275,279,ruler_before_ner
55,science,India,GPE,281,286,ruler_before_ner
55,science,China,GPE,291,296,ruler_before_ner
55,science,the European Union,ORG,371,389,ruler_before_ner
55,science,7.4%,PERCENT,402,406,ruler_before_ner
56,science,"1,923",CARDINAL,49,54,ruler_before_ner
56,science,2023,DATE,76,80,ruler_before_ner
56,science,more than 2.5,CARDINAL,82,95,ruler_before_ner
56,science,722,CARDINAL,130,133,ruler_before_ner
56,science,March 2024,DATE,194,204,ruler_before_ner
56,science,80,CARDINAL,349,351,ruler_before_ner
56,science,CO2,PRODUCT,366,369,ruler_before_ner
56,science,20-year,DATE,377,384,ruler_before_ner
57,science,The British Antarctic Survey,ORG,0,28,ruler_before_ner
57,science,February 2024,DATE,41,54,ruler_before_ner
57,science,Antarctic sea,LOC,60,73,ruler_before_ner
57,science,9,CARDINAL,128,129,ruler_before_ner
57,science,the preceding 12 months,DATE,133,156,ruler_before_ner
57,science,2.6 million square kilometers,QUANTITY,177,206,ruler_before_ner
57,science,1981-2010,DATE,224,233,ruler_before_ner
57,science,Antarctic ice,LOC,314,327,ruler_before_ner
58,science,ETH Zurich,ORG,10,20,ruler_before_ner
58,science,Nature,WORK_OF_ART,42,48,ruler_before_ner
58,science,2023 summer,DATE,62,73,ruler_before_ner
58,science,the Northern Hemisphere,LOC,87,110,ruler_before_ner
58,science,The World Weather Attribution,ORG,185,214,ruler_before_ner
58,science,July 2023,DATE,241,250,ruler_before_ner
58,science,Southern Europe,LOC,263,278,ruler_before_ner
58,science,North Africa,GPE,280,292,ruler_before_ner
58,science,the Middle East,LOC,298,313,ruler_before_ner
58,science,approximately 2.5 degrees,QUANTITY,323,348,ruler_before_ner
58,science,Phoenix,GPE,383,390,ruler_before_ner
58,science,Arizona,GPE,392,399,ruler_before_ner
58,science,31 consecutive days,DATE,412,431,ruler_before_ner
58,science,43 degrees,QUANTITY,438,448,ruler_before_ner
59,impact,Pakistan,GPE,26,34,ruler_before_ner
59,impact,August,DATE,42,48,ruler_before_ner
59,impact,September 2022,DATE,53,67,ruler_before_ner
59,impact,one-third,CARDINAL,78,87,ruler_before_ner
59,impact,33 million,CARDINAL,113,123,ruler_before_ner
59,impact,over $30 billion,MONEY,143,159,ruler_before_ner
59,impact,190%,PERCENT,215,219,ruler_before_ner
59,impact,Karakoram,LOC,276,285,ruler_before_ner
59,impact,Hindu Kush,PERSON,290,300,ruler_before_ner
59,impact,The World Health Organization,ORG,309,338,ruler_before_ner
59,impact,"1,739",CARDINAL,348,353,ruler_before_ner
59,impact,8 million,CARDINAL,414,423,ruler_before_ner
60,impact,the United States,GPE,54,71,ruler_before_ner
60,impact,$92.9 billion,MONEY,80,93,ruler_before_ner
60,impact,2023,DATE,97,101,ruler_before_ner
60,impact,NOAA,ORG,116,120,ruler_before_ner
60,impact,28,CARDINAL,133,135,ruler_before_ner
60,impact,billion-dollar,MONEY,145,159,ruler_before_ner
60,impact,Hawaii,GPE,200,206,ruler_before_ner
60,impact,Lahaina,GPE,243,250,ruler_before_ner
60,impact,100,CARDINAL,262,265,ruler_before_ner
61,impact,The World Health Organization,ORG,0,29,ruler_before_ner
61,impact,"approximately 250,000",CARDINAL,71,92,ruler_before_ner
61,impact,between 2030,DATE,120,132,ruler_before_ner
61,impact,2050,DATE,137,141,ruler_before_ner
61,impact,The Lancet Countdown on Health and Climate Change,ORG,203,252,ruler_before_ner
61,impact,68%,PERCENT,324,327,ruler_before_ner
61,impact,between 2000 and 2022,DATE,328,349,ruler_before_ner
61,impact,the Middle East,LOC,356,371,ruler_before_ner
61,impact,South Asia,LOC,376,386,ruler_before_ner
62,impact,East Africa,GPE,3,14,ruler_before_ner
62,impact,2020-2023,DATE,20,29,ruler_before_ner
62,impact,40 years,DATE,55,63,ruler_before_ner
62,impact,36 million,CARDINAL,75,85,ruler_before_ner
62,impact,Kenya,GPE,100,105,ruler_before_ner
62,impact,Somalia,GPE,107,114,ruler_before_ner
62,impact,Ethiopia,GPE,120,128,ruler_before_ner
62,impact,Five,CARDINAL,130,134,ruler_before_ner
62,impact,over 13 million,CARDINAL,188,203,ruler_before_ner
62,impact,late 2023,DATE,302,311,ruler_before_ner
62,impact,2.4 million,CARDINAL,384,395,ruler_before_ner
62,impact,Somalia,GPE,406,413,ruler_before_ner
63,impact,Amman,GPE,15,20,ruler_before_ner
63,impact,the 2023 summer,DATE,55,70,ruler_before_ner
63,impact,75 micrograms per cubic meter,QUANTITY,117,146,ruler_before_ner
63,impact,12 days,DATE,150,157,ruler_before_ner
63,impact,three,CARDINAL,159,164,ruler_before_ner
63,impact,WHO,ORG,175,178,ruler_before_ner
63,impact,25,CARDINAL,192,194,ruler_before_ner
63,impact,4.2 million,CARDINAL,344,355,ruler_before_ner
63,impact,The Ministry of Health,ORG,367,389,ruler_before_ner
64,impact,2023,DATE,50,54,ruler_before_ner
64,impact,the Internal Displacement Monitoring Centre,ORG,61,104,ruler_before_ner
64,impact,26.4 million,CARDINAL,115,127,ruler_before_ner
64,impact,The Middle East,LOC,186,201,ruler_before_ner
64,impact,North Africa,GPE,206,218,ruler_before_ner
64,impact,1.2 million,CARDINAL,230,241,ruler_before_ner
64,impact,Libya,GPE,290,295,ruler_before_ner
64,impact,Levant,GPE,319,325,ruler_before_ner
64,impact,UNHCR,ORG,327,332,ruler_before_ner
64,impact,Jordan,GPE,410,416,ruler_before_ner
64,impact,Lebanon,GPE,418,425,ruler_before_ner
64,impact,Turkey,GPE,431,437,ruler_before_ner
65,adaptation,Morocco,GPE,0,7,ruler_before_ner
65,adaptation,Noor-Ouarzazate,ORG,10,25,ruler_before_ner
65,adaptation,one,CARDINAL,60,63,ruler_before_ner
65,adaptation,580 megawatts,QUANTITY,90,103,ruler_before_ner
65,adaptation,up to 7 hours,TIME,166,179,ruler_before_ner
65,adaptation,$2.5 billion,MONEY,198,210,ruler_before_ner
65,adaptation,Morocco,GPE,228,235,ruler_before_ner
65,adaptation,CO2,PRODUCT,238,241,ruler_before_ner
65,adaptation,"760,000 tonnes",QUANTITY,255,269,ruler_before_ner
65,adaptation,annually,DATE,270,278,ruler_before_ner
65,adaptation,Morocco,GPE,280,287,ruler_before_ner
65,adaptation,52%,PERCENT,302,305,ruler_before_ner
65,adaptation,2030,DATE,335,339,ruler_before_ner
65,adaptation,Sahara,LOC,372,378,ruler_before_ner
65,adaptation,Europe,LOC,416,422,ruler_before_ner
66,adaptation,Sahara,LOC,28,34,ruler_before_ner
66,adaptation,Sahel Initiative,PERSON,39,55,ruler_before_ner
66,adaptation,2007,DATE,69,73,ruler_before_ner
66,adaptation,100 million,CARDINAL,91,102,ruler_before_ner
66,adaptation,"8,000 kilometers",QUANTITY,136,152,ruler_before_ner
66,adaptation,Senegal,GPE,158,165,ruler_before_ner
66,adaptation,Djibouti,GPE,169,177,ruler_before_ner
66,adaptation,2024,DATE,185,189,ruler_before_ner
66,adaptation,approximately 18 million,QUANTITY,191,215,ruler_before_ner
66,adaptation,UNEP,ORG,245,249,ruler_before_ner
66,adaptation,20,CARDINAL,278,280,ruler_before_ner
66,adaptation,African,NORP,281,288,ruler_before_ner
66,adaptation,$19 billion,MONEY,326,337,ruler_before_ner
66,adaptation,the One Planet Summit,ORG,360,381,ruler_before_ner
66,adaptation,January 2021,DATE,385,397,ruler_before_ner
67,adaptation,Denmark,GPE,0,7,ruler_before_ner
67,adaptation,Kalundborg Symbiosis,ORG,10,30,ruler_before_ner
67,adaptation,1972,DATE,48,52,ruler_before_ner
67,adaptation,Nine,CARDINAL,115,119,ruler_before_ner
67,adaptation,"5,000",CARDINAL,201,206,ruler_before_ner
67,adaptation,"635,000 tonnes",QUANTITY,337,351,ruler_before_ner
67,adaptation,$28 million,MONEY,395,406,ruler_before_ner
67,adaptation,annually,DATE,407,415,ruler_before_ner
68,adaptation,Medina al-Munawwarah,GPE,12,32,ruler_before_ner
68,adaptation,2023,DATE,73,77,ruler_before_ner
68,adaptation,3-degree,QUANTITY,156,164,ruler_before_ner
68,adaptation,2027,DATE,249,253,ruler_before_ner
68,adaptation,Saudi Arabia's,GPE,281,295,ruler_before_ner
68,adaptation,$2 billion,MONEY,355,365,ruler_before_ner
69,adaptation,Egypt,GPE,0,5,ruler_before_ner
69,adaptation,National Adaptation Plan,ORG,8,32,ruler_before_ner
69,adaptation,the Nile Delta,LOC,45,59,ruler_before_ner
69,adaptation,50%,PERCENT,67,70,ruler_before_ner
69,adaptation,$3.5 billion,MONEY,173,185,ruler_before_ner
69,adaptation,the Agricultural Research Centre,ORG,298,330,ruler_before_ner
69,adaptation,Delta,ORG,336,341,ruler_before_ner
69,adaptation,60%,PERCENT,351,354,ruler_before_ner
69,adaptation,Egypt,GPE,358,363,ruler_before_ner
69,adaptation,40%,PERCENT,375,378,ruler_before_ner
69,adaptation,40 million,CARDINAL,403,413,ruler_before_ner
70,adaptation,Middle Eastern,NORP,29,43,ruler_before_ner
70,adaptation,3 to 8 degrees Celsius,QUANTITY,83,105,ruler_before_ner
70,adaptation,Amman,GPE,131,136,ruler_before_ner
70,adaptation,Riyadh,GPE,138,144,ruler_before_ner
70,adaptation,Baghdad,GPE,150,157,ruler_before_ner
71,policy,UNEP,ORG,0,4,ruler_before_ner
71,policy,Emissions Gap Report,REPORT,7,27,ruler_before_ner
71,policy,2023,DATE,28,32,ruler_before_ner
71,policy,2.5,CARDINAL,88,91,ruler_before_ner
71,policy,2.9 degrees,QUANTITY,95,106,ruler_before_ner
71,policy,2100,DATE,129,133,ruler_before_ner
71,policy,NDCs,POLICY,192,196,ruler_before_ner
71,policy,2.0 degrees,QUANTITY,218,229,ruler_before_ner
71,policy,Paris Agreement,AGREEMENT,247,262,ruler_before_ner
71,policy,42%,PERCENT,293,296,ruler_before_ner
71,policy,2030,DATE,330,334,ruler_before_ner
71,policy,57%,PERCENT,341,344,ruler_before_ner
71,policy,2035,DATE,358,362,ruler_before_ner
71,policy,2019,DATE,375,379,ruler_before_ner
72,adaptation,Jordan,GPE,85,91,ruler_before_ner
72,adaptation,Israel,GPE,93,99,ruler_before_ner
72,adaptation,the Palestinian Authority,ORG,105,130,ruler_before_ner
72,adaptation,300 million cubic meters,QUANTITY,148,172,ruler_before_ner
72,adaptation,Dead Sea,LOC,221,229,ruler_before_ner
72,adaptation,$10 billion,MONEY,242,253,ruler_before_ner
72,adaptation,800 megawatts,QUANTITY,306,319,ruler_before_ner
72,adaptation,400-meter,QUANTITY,330,339,ruler_before_ner
72,adaptation,the Red Sea,LOC,369,380,ruler_before_ner
72,adaptation,2024,DATE,401,405,ruler_before_ner
72,adaptation,World Bank,ORG,442,452,ruler_before_ner
73,impact,The Lancet Planetary Health,ORG,28,55,ruler_before_ner
73,impact,35 degrees,QUANTITY,98,108,ruler_before_ner
73,impact,12%,PERCENT,160,163,ruler_before_ner
73,impact,the Middle East,LOC,177,192,ruler_before_ner
73,impact,South Asia,LOC,197,207,ruler_before_ner
73,impact,$2.4 trillion,MONEY,268,281,ruler_before_ner
73,impact,annually,DATE,282,290,ruler_before_ner
73,impact,2030,DATE,294,298,ruler_before_ner
73,impact,Jordan,PERSON,300,306,ruler_before_ner
73,impact,40%,PERCENT,381,384,ruler_before_ner
73,impact,months,DATE,428,434,ruler_before_ner
74,science,Antarctic,ORG,4,13,ruler_before_ner
74,science,26.0 million square kilometers,QUANTITY,55,85,ruler_before_ner
74,science,"September 21, 2023",DATE,89,107,ruler_before_ner
74,science,12th,ORDINAL,124,128,ruler_before_ner
74,science,1979,DATE,160,164,ruler_before_ner
74,science,Montreal Protocol,AGREEMENT,176,193,ruler_before_ner
74,science,approximately 2066,DATE,269,287,ruler_before_ner
74,science,Antarctica,LOC,293,303,ruler_before_ner
74,science,NOAA,ORG,321,325,ruler_before_ner
74,science,NASA,ORG,330,334,ruler_before_ner
75,adaptation,Mediterranean,LOC,77,90,ruler_before_ner
75,adaptation,5-15%,PERCENT,101,106,ruler_before_ner
75,adaptation,2050,DATE,110,114,ruler_before_ner
75,adaptation,Jordan,GPE,162,168,ruler_before_ner
75,adaptation,Al Tafila,PERSON,171,180,ruler_before_ner
75,adaptation,38,CARDINAL,202,204,ruler_before_ner
75,adaptation,117 megawatts,QUANTITY,217,230,ruler_before_ner
75,adaptation,"approximately 80,000",CARDINAL,365,385,ruler_before_ner
75,adaptation,Jordanian,NORP,386,395,ruler_before_ner
75,adaptation,annually,DATE,407,415,ruler_before_ner
76,science,The Intergovernmental Panel on Climate Change Special Report,ORG,0,60,ruler_before_ner
76,science,90%,PERCENT,130,133,ruler_before_ner
76,science,1970,DATE,197,201,ruler_before_ner
76,science,Marine,ORG,203,209,ruler_before_ner
76,science,1982,DATE,252,256,ruler_before_ner
76,science,20 to 50,CARDINAL,285,293,ruler_before_ner
76,science,2 degrees,THRESHOLD,320,329,ruler_before_ner
77,policy,October 2023,DATE,3,15,ruler_before_ner
77,policy,the African Group of Negotiators,ORG,17,49,ruler_before_ner
77,policy,$1.3 trillion,MONEY,61,74,ruler_before_ner
77,policy,annual,DATE,78,84,ruler_before_ner
77,policy,2030,DATE,104,108,ruler_before_ner
77,policy,approximately $100 billion,MONEY,140,166,ruler_before_ner
77,policy,Africa,LOC,242,248,ruler_before_ner
77,policy,only 3.8%,PERCENT,258,267,ruler_before_ner
77,policy,$50 billion,MONEY,318,329,ruler_before_ner
77,policy,100,MONEY,362,365,ruler_before_ner
77,policy,2030,DATE,381,385,ruler_before_ner
78,adaptation,Jordan,GPE,0,6,ruler_before_ner
78,adaptation,Azraq,ORG,9,14,ruler_before_ner
78,adaptation,"approximately 43,000",CARDINAL,37,57,ruler_before_ner
78,adaptation,Syrian,NORP,58,64,ruler_before_ner
78,adaptation,first,ORDINAL,94,99,ruler_before_ner
78,adaptation,2017,DATE,159,163,ruler_before_ner
78,adaptation,12.9-megawatt,QUANTITY,171,184,ruler_before_ner
78,adaptation,UNHCR,ORG,216,221,ruler_before_ner
78,adaptation,IKEA Foundation,ORG,226,241,ruler_before_ner
78,adaptation,$5.5 million,MONEY,270,282,ruler_before_ner
78,adaptation,annually,DATE,283,291,ruler_before_ner
78,adaptation,14 hours,TIME,321,329,ruler_before_ner
78,adaptation,only 8 hours,TIME,425,437,ruler_before_ner
123,science,The United Nations Environment Programme,ORG,0,40,ruler_before_ner
123,science,2023,DATE,54,58,ruler_before_ner
123,science,Global Methane Assessment,REPORT,59,84,ruler_before_ner
123,science,45%,PERCENT,150,153,ruler_before_ner
123,science,2030,DATE,157,161,ruler_before_ner
123,science,three,CARDINAL,300,305,ruler_before_ner
123,science,UNEP,ORG,323,327,ruler_before_ner
123,science,0.3 degrees,QUANTITY,380,391,ruler_before_ner
123,science,mid-century,DATE,406,417,ruler_before_ner
124,policy,The International Maritime Organization,ORG,0,39,ruler_before_ner
124,policy,July 2023,DATE,85,94,ruler_before_ner
124,policy,2050,DATE,177,181,ruler_before_ner
124,policy,50%,PERCENT,209,212,ruler_before_ner
124,policy,approximately 3%,PERCENT,246,262,ruler_before_ner
124,policy,20%,PERCENT,336,339,ruler_before_ner
124,policy,2030,DATE,362,366,ruler_before_ner
124,policy,70%,PERCENT,371,374,ruler_before_ner
124,policy,2040,DATE,378,382,ruler_before_ner
124,policy,2008,DATE,395,399,ruler_before_ner
125,science,Nature Food,ORG,11,22,ruler_before_ner
125,science,approximately 34%,PERCENT,76,93,ruler_before_ner
125,science,14.5%,PERCENT,187,192,ruler_before_ner
125,science,up to 70%,PERCENT,404,413,ruler_before_ner
126,impact,The World Resources Institute,ORG,0,29,ruler_before_ner
126,impact,22.8 million,CARDINAL,75,87,ruler_before_ner
126,impact,2023,DATE,100,104,ruler_before_ner
126,impact,every 5 seconds,TIME,154,169,ruler_before_ner
126,impact,3.7 million,CARDINAL,214,225,ruler_before_ner
126,impact,Brazil,GPE,241,247,ruler_before_ner
126,impact,the Democratic Republic of Congo,GPE,249,281,ruler_before_ner
126,impact,Bolivia,GPE,287,294,ruler_before_ner
127,adaptation,Jordan,GPE,0,6,ruler_before_ner
127,adaptation,Ministry of Water and Irrigation,ORG,9,41,ruler_before_ner
127,adaptation,the National Water Strategy,ORG,51,78,ruler_before_ner
127,adaptation,2023-2040,DATE,79,88,ruler_before_ner
127,adaptation,25%,PERCENT,102,105,ruler_before_ner
127,adaptation,40%,PERCENT,150,153,ruler_before_ner
127,adaptation,400 million cubic meters,QUANTITY,288,312,ruler_before_ner
127,adaptation,annually,DATE,313,321,ruler_before_ner
127,adaptation,the World Bank,ORG,354,368,ruler_before_ner
127,adaptation,USAID,ORG,370,375,ruler_before_ner
127,adaptation,German,NORP,385,391,ruler_before_ner
127,adaptation,KfW,ORG,411,414,ruler_before_ner
127,adaptation,$1.8 billion,MONEY,428,440,ruler_before_ner
128,policy,"over 12,500",CARDINAL,67,78,ruler_before_ner
128,policy,1 billion,CARDINAL,90,99,ruler_before_ner
128,policy,32%,PERCENT,185,188,ruler_before_ner
128,policy,2030,DATE,192,196,ruler_before_ner
128,policy,approximately 70%,PERCENT,217,234,ruler_before_ner
129,science,the Middle East,LOC,57,72,ruler_before_ner
129,science,winter,DATE,79,85,ruler_before_ner
129,science,10-20%,PERCENT,108,114,ruler_before_ner
129,science,1960,DATE,121,125,ruler_before_ner
129,science,Earth,LOC,221,226,ruler_before_ner
129,science,the Eastern Mediterranean,LOC,277,302,ruler_before_ner
129,science,3.5,CARDINAL,332,335,ruler_before_ner
129,science,1900,DATE,342,346,ruler_before_ner
129,science,20%,PERCENT,382,385,ruler_before_ner
129,science,2050,DATE,395,399,ruler_before_ner
130,policy,The Asian Development Bank,ORG,0,26,ruler_before_ner
130,policy,$100 billion,MONEY,37,49,ruler_before_ner
130,policy,2019-2030,DATE,88,97,ruler_before_ner
130,policy,South,LOC,145,150,ruler_before_ner
130,policy,Southeast Asia,LOC,155,169,ruler_before_ner
130,policy,$250 million,MONEY,302,314,ruler_before_ner
130,policy,Pakistan,GPE,323,331,ruler_before_ner
130,policy,$180 million,MONEY,368,380,ruler_before_ner
130,policy,India,GPE,421,426,ruler_before_ner
131,science,the Tibetan Plateau,LOC,26,45,ruler_before_ner
131,science,1.5 million square kilometers,QUANTITY,85,114,ruler_before_ner
131,science,Qinghai,GPE,164,171,ruler_before_ner
131,science,2006,DATE,200,204,ruler_before_ner
131,science,0.5 degrees Celsius,QUANTITY,356,375,ruler_before_ner
131,science,1980,DATE,393,397,ruler_before_ner
131,science,40%,PERCENT,403,406,ruler_before_ner
131,science,2100,DATE,452,456,ruler_before_ner
132,policy,The European Investment Bank,ORG,0,28,ruler_before_ner
132,policy,36 billion,CARDINAL,38,48,ruler_before_ner
132,policy,2023,DATE,112,116,ruler_before_ner
132,policy,58%,PERCENT,131,134,ruler_before_ner
132,policy,4.5 billion,MONEY,182,193,ruler_before_ner
132,policy,the North Sea,LOC,221,234,ruler_before_ner
132,policy,2 billion,MONEY,238,247,ruler_before_ner
132,policy,Poland,GPE,288,294,ruler_before_ner
132,policy,500 million,CARDINAL,302,313,ruler_before_ner
132,policy,Spain,GPE,357,362,ruler_before_ner
132,policy,1 trillion,QUANTITY,390,400,ruler_before_ner
132,policy,2030,DATE,430,434,ruler_before_ner
133,science,the Dead Sea,LOC,59,71,ruler_before_ner
133,science,60%,PERCENT,149,152,ruler_before_ner
133,science,1990,DATE,159,163,ruler_before_ner
133,science,the University of Jordan,ORG,182,206,ruler_before_ner
133,science,the Helmholtz Centre for Environmental Research,ORG,211,258,ruler_before_ner
133,science,The Dead Sea's,LOC,364,378,ruler_before_ner
133,science,31.5%,PERCENT,407,412,ruler_before_ner
133,science,34.2%,PERCENT,416,421,ruler_before_ner
133,science,three decades,DATE,425,438,ruler_before_ner
134,adaptation,Indonesia,GPE,0,9,ruler_before_ner
134,adaptation,"600,000",CARDINAL,89,96,ruler_before_ner
134,adaptation,2025,DATE,138,142,ruler_before_ner
134,adaptation,3,CARDINAL,180,181,ruler_before_ner
134,adaptation,5,CARDINAL,185,186,ruler_before_ner
134,adaptation,2024,DATE,293,297,ruler_before_ner
134,adaptation,"130,000",CARDINAL,299,306,ruler_before_ner
134,adaptation,FAO,ORG,390,393,ruler_before_ner
134,adaptation,the Asian Development Bank,ORG,398,424,ruler_before_ner
137,adaptation,The Global Commission on Adaptation,ORG,0,35,ruler_before_ner
137,adaptation,$1.8 trillion,MONEY,61,74,ruler_before_ner
137,adaptation,between 2020 and 2030,DATE,97,118,ruler_before_ner
137,adaptation,five,CARDINAL,126,130,ruler_before_ner
137,adaptation,$7.1 trillion,MONEY,303,316,ruler_before_ner
137,adaptation,Ban Ki-moon,PERSON,367,378,ruler_before_ner
137,adaptation,Bill Gates,PERSON,383,393,ruler_before_ner
138,science,the Alfred Wegener Institute,ORG,16,44,ruler_before_ner
138,science,Nature Climate Change,ORG,67,88,ruler_before_ner
138,science,Antarctic,LOC,106,115,ruler_before_ner
138,science,between 2012 and 2022,DATE,133,154,ruler_before_ner
138,science,the previous decade,DATE,167,186,ruler_before_ner
138,science,the Doomsday Glacier,PERSON,220,240,ruler_before_ner
138,science,2 kilometers,QUANTITY,269,281,ruler_before_ner
138,science,65 centimeters,QUANTITY,342,356,ruler_before_ner
138,science,West Antarctic Ice Sheet,LOC,405,429,ruler_before_ner
139,impact,The Jordan River,LOC,0,16,ruler_before_ner
139,impact,1.3 billion cubic meters,QUANTITY,34,58,ruler_before_ner
139,impact,annually,DATE,59,67,ruler_before_ner
139,impact,less than 100 million cubic meters,MONEY,81,115,ruler_before_ner
139,impact,93%,PERCENT,120,123,ruler_before_ner
139,impact,Israel,GPE,154,160,ruler_before_ner
139,impact,Jordan,GPE,162,168,ruler_before_ner
139,impact,Syria,GPE,174,179,ruler_before_ner
139,impact,Friends of the Earth Middle East,ORG,317,349,ruler_before_ner
140,adaptation,Kenya,GPE,0,5,ruler_before_ner
140,adaptation,Africa,LOC,15,21,ruler_before_ner
140,adaptation,Olkaria,GPE,58,65,ruler_before_ner
140,adaptation,the Great Rift Valley,FAC,69,90,ruler_before_ner
140,adaptation,863 megawatts,QUANTITY,103,116,ruler_before_ner
140,adaptation,45%,PERCENT,131,134,ruler_before_ner
140,adaptation,95%,PERCENT,187,190,ruler_before_ner
140,adaptation,Kenya,GPE,250,255,ruler_before_ner
140,adaptation,"5,000 megawatts",QUANTITY,295,310,ruler_before_ner
140,adaptation,2030,DATE,314,318,ruler_before_ner
140,adaptation,the African Union,ORG,352,369,ruler_before_ner
140,adaptation,the Japan International Cooperation Agency,ORG,374,416,ruler_before_ner
142,science,IPCC,ORG,4,8,ruler_before_ner
142,science,Working Group III,ORG,11,28,ruler_before_ner
142,science,21%,PERCENT,133,136,ruler_before_ner
142,science,zero,CARDINAL,195,199,ruler_before_ner
142,science,2030,DATE,254,258,ruler_before_ner
142,science,2-3%,PERCENT,313,317,ruler_before_ner
142,science,75-90%,PERCENT,397,403,ruler_before_ner
143,policy,December 2023,DATE,3,16,ruler_before_ner
143,policy,the United Nations,ORG,18,36,ruler_before_ner
143,policy,2025,DATE,48,52,ruler_before_ner
143,policy,the International Year of Glaciers,EVENT,56,90,ruler_before_ner
143,policy,Over 200 million,CARDINAL,202,218,ruler_before_ner
143,policy,Hindu,NORP,303,308,ruler_before_ner
143,policy,Kush Himalayan,PERSON,309,323,ruler_before_ner
143,policy,ten,CARDINAL,383,386,ruler_before_ner
143,policy,Asia,LOC,414,418,ruler_before_ner
144,science,Red Sea,LOC,4,11,ruler_before_ner
144,science,Science Advances,ORG,191,207,ruler_before_ner
144,science,the Gulf of Aqaba,FAC,229,246,ruler_before_ner
144,science,4-5 degrees,QUANTITY,274,285,ruler_before_ner
144,science,Jordan,GPE,385,391,ruler_before_ner
144,science,Saudi Arabia,GPE,396,408,ruler_before_ner
144,science,Red Sea,LOC,461,468,ruler_before_ner
147,science,The World Glacier Monitoring Service,ORG,0,36,ruler_before_ner
147,science,over 1 meter,QUANTITY,106,118,ruler_before_ner
147,science,2023,DATE,122,126,ruler_before_ner
147,science,Swiss,NORP,168,173,ruler_before_ner
147,science,10%,PERCENT,194,197,ruler_before_ner
147,science,the past two years,DATE,227,245,ruler_before_ner
147,science,The Aletsch Glacier,PERSON,247,266,ruler_before_ner
147,science,Alps,LOC,287,291,ruler_before_ner
147,science,3 kilometers,QUANTITY,310,322,ruler_before_ner
147,science,1900,DATE,329,333,ruler_before_ner
147,science,80%,PERCENT,359,362,ruler_before_ner
147,science,2100,CARDINAL,388,392,ruler_before_ner
148,adaptation,the Jordan Valley,LOC,39,56,ruler_before_ner
148,adaptation,15-30%,PERCENT,97,103,ruler_before_ner
148,adaptation,40%,PERCENT,140,143,ruler_before_ner
148,adaptation,FAO,ORG,313,316,ruler_before_ner
148,adaptation,the Jordanian Ministry of Agriculture,ORG,321,358,ruler_before_ner
148,adaptation,"10,000",CARDINAL,396,402,ruler_before_ner
148,adaptation,2026,DATE,425,429,ruler_before_ner
151,policy,the International Court of Justice,ORG,21,55,ruler_before_ner
151,policy,March 2024,DATE,59,69,ruler_before_ner
151,policy,Vanuatu,PERSON,215,222,ruler_before_ner
151,policy,over 130,CARDINAL,240,248,ruler_before_ner
151,policy,"Over 2,300",CARDINAL,363,373,ruler_before_ner
151,policy,65,CARDINAL,419,421,ruler_before_ner
152,adaptation,up to 90%,PERCENT,167,176,ruler_before_ner
152,adaptation,Jordan,GPE,213,219,ruler_before_ner
152,adaptation,20-megawatt,QUANTITY,254,265,ruler_before_ner
152,adaptation,the King Talal Dam reservoir,ORG,297,325,ruler_before_ner
152,adaptation,8 million cubic meters,QUANTITY,383,405,ruler_before_ner
