text_id,category,entity_text,entity_label,start_char,end_char,system
58,science,approximately 2.5 degrees,QUANTITY,323,348,base_spacy
58,science,Phoenix,GPE,383,390,base_spacy
58,science,Arizona,GPE,392,399,base_spacy
58,science,31 consecutive days,DATE,412,431,base_spacy
58,science,43 degrees,QUANTITY,438,448,base_spacy
59,impact,Pakistan,GPE,26,34,base_spacy
59,impact,August,DATE,42,48,base_spacy
59,impact,September 2022,DATE,53,67,base_spacy
59,impact,one-third,CARDINAL,78,87,base_spacy
59,impact,33 million,CARDINAL,113,123,base_spacy
59,impact,over $30 billion,MONEY,143,159,base_spacy
59,impact,190%,PERCENT,215,219,base_spacy
59,impact,Karakoram,LOC,276,285,base_spacy
59,impact,Hindu Kush,PERSON,290,300,base_spacy
59,impact,The World Health Organization,ORG,309,338,base_spacy
59,impact,"1,739",CARDINAL,348,353,base_spacy
59,impact,8 million,CARDINAL,414,423,base_spacy
60,impact,the United States,GPE,54,71,base_spacy
60,impact,$92.9 billion,MONEY,80,93,base_spacy
60,impact,2023,DATE,97,101,base_spacy
60,impact,NOAA,ORG,116,120,base_spacy
60,impact,28,CARDINAL,133,135,base_spacy
60,impact,billion-dollar,MONEY,145,159,base_spacy
60,impact,Hawaii,GPE,200,206,base_spacy
60,impact,Lahaina,GPE,243,250,base_spacy
60,impact,100,CARDINAL,262,265,base_spacy
61,impact,The World Health Organization,ORG,0,29,base_spacy
61,impact,"approximately 250,000",CARDINAL,71,92,base_spacy
61,impact,between 2030,DATE,120,132,base_spacy
61,impact,2050,DATE,137,141,base_spacy
61,impact,The Lancet Countdown on Health and Climate Change,ORG,203,252,base_spacy
61,impact,68%,PERCENT,324,327,base_spacy
61,impact,between 2000 and 2022,DATE,328,349,base_spacy
61,impact,the Middle East,LOC,356,371,base_spacy
61,impact,South Asia,LOC,376,386,base_spacy
62,impact,East Africa,GPE,3,14,base_spacy
62,impact,2020-2023,DATE,20,29,base_spacy
62,impact,40 years,DATE,55,63,base_spacy
62,impact,36 million,CARDINAL,75,85,base_spacy
62,impact,Kenya,GPE,100,105,base_spacy
62,impact,Somalia,GPE,107,114,base_spacy
62,impact,Ethiopia,GPE,120,128,base_spacy
62,impact,Five,CARDINAL,130,134,base_spacy
62,impact,over 13 million,CARDINAL,188,203,base_spacy
62,impact,late 2023,DATE,302,311,base_spacy
62,impact,2.4 million,CARDINAL,384,395,base_spacy
62,impact,Somalia,GPE,406,413,base_spacy
63,impact,Amman,GPE,15,20,base_spacy
63,impact,the 2023 summer,DATE,55,70,base_spacy
63,impact,75 micrograms per cubic meter,QUANTITY,117,146,base_spacy
63,impact,12 days,DATE,150,157,base_spacy
63,impact,three,CARDINAL,159,164,base_spacy
63,impact,WHO,ORG,175,178,base_spacy
63,impact,25,CARDINAL,192,194,base_spacy
63,impact,4.2 million,CARDINAL,344,355,base_spacy
63,impact,The Ministry of Health,ORG,367,389,base_spacy
64,impact,2023,DATE,50,54,base_spacy
64,impact,the Internal Displacement Monitoring Centre,ORG,61,104,base_spacy
64,impact,26.4 million,CARDINAL,115,127,base_spacy
64,impact,The Middle East,LOC,186,201,base_spacy
64,impact,North Africa,GPE,206,218,base_spacy
64,impact,1.2 million,CARDINAL,230,241,base_spacy
64,impact,Libya,GPE,290,295,base_spacy
64,impact,Levant,GPE,319,325,base_spacy
64,impact,UNHCR,ORG,327,332,base_spacy
64,impact,Jordan,GPE,410,416,base_spacy
64,impact,Lebanon,GPE,418,425,base_spacy
64,impact,Turkey,GPE,431,437,base_spacy
65,adaptation,Morocco,GPE,0,7,base_spacy
65,adaptation,Noor-Ouarzazate,ORG,10,25,base_spacy
65,adaptation,one,CARDINAL,60,63,base_spacy
65,adaptation,580 megawatts,QUANTITY,90,103,base_spacy
65,adaptation,up to 7 hours,TIME,166,179,base_spacy
65,adaptation,$2.5 billion,MONEY,198,210,base_spacy
65,adaptation,Morocco,GPE,228,235,base_spacy
65,adaptation,CO2,PRODUCT,238,241,base_spacy
65,adaptation,"760,000 tonnes",QUANTITY,255,269,base_spacy
65,adaptation,annually,DATE,270,278,base_spacy
65,adaptation,Morocco,GPE,280,287,base_spacy
65,adaptation,52%,PERCENT,302,305,base_spacy
65,adaptation,2030,DATE,335,339,base_spacy
65,adaptation,Sahara,LOC,372,378,base_spacy
65,adaptation,Europe,LOC,416,422,base_spacy
66,adaptation,Sahara,LOC,28,34,base_spacy
66,adaptation,Sahel Initiative,PERSON,39,55,base_spacy
66,adaptation,2007,DATE,69,73,base_spacy
66,adaptation,100 million,CARDINAL,91,102,base_spacy
66,adaptation,"8,000 kilometers",QUANTITY,136,152,base_spacy
66,adaptation,Senegal,GPE,158,165,base_spacy
66,adaptation,Djibouti,GPE,169,177,base_spacy
66,adaptation,2024,DATE,185,189,base_spacy
66,adaptation,approximately 18 million,QUANTITY,191,215,base_spacy
66,adaptation,UNEP,ORG,245,249,base_spacy
66,adaptation,20,CARDINAL,278,280,base_spacy
66,adaptation,African,NORP,281,288,base_spacy
66,adaptation,$19 billion,MONEY,326,337,base_spacy
66,adaptation,the One Planet Summit,ORG,360,381,base_spacy
66,adaptation,January 2021,DATE,385,397,base_spacy
67,adaptation,Denmark,GPE,0,7,base_spacy
67,adaptation,Kalundborg Symbiosis,ORG,10,30,base_spacy
67,adaptation,1972,DATE,48,52,base_spacy
67,adaptation,Nine,CARDINAL,115,119,base_spacy
67,adaptation,"5,000",CARDINAL,201,206,base_spacy
67,adaptation,"635,000 tonnes",QUANTITY,337,351,base_spacy
67,adaptation,$28 million,MONEY,395,406,base_spacy
67,adaptation,annually,DATE,407,415,base_spacy
68,adaptation,Medina al-Munawwarah,GPE,12,32,base_spacy
68,adaptation,2023,DATE,73,77,base_spacy
68,adaptation,3-degree,QUANTITY,156,164,base_spacy
68,adaptation,2027,DATE,249,253,base_spacy
68,adaptation,Saudi Arabia's,GPE,281,295,base_spacy
68,adaptation,$2 billion,MONEY,355,365,base_spacy
69,adaptation,Egypt,GPE,0,5,base_spacy
69,adaptation,National Adaptation Plan,ORG,8,32,base_spacy
69,adaptation,the Nile Delta,LOC,45,59,base_spacy
69,adaptation,50%,PERCENT,67,70,base_spacy
69,adaptation,$3.5 billion,MONEY,173,185,base_spacy
69,adaptation,the Agricultural Research Centre,ORG,298,330,base_spacy
69,adaptation,Delta,ORG,336,341,base_spacy
69,adaptation,60%,PERCENT,351,354,base_spacy
69,adaptation,Egypt,GPE,358,363,base_spacy
69,adaptation,40%,PERCENT,375,378,base_spacy
69,adaptation,40 million,CARDINAL,403,413,base_spacy
70,adaptation,Middle Eastern,NORP,29,43,base_spacy
70,adaptation,3 to 8 degrees Celsius,QUANTITY,83,105,base_spacy
70,adaptation,Amman,GPE,131,136,base_spacy
70,adaptation,Riyadh,GPE,138,144,base_spacy
70,adaptation,Baghdad,GPE,150,157,base_spacy
71,policy,UNEP,ORG,0,4,base_spacy
71,policy,Emissions Gap Report,ORG,7,27,base_spacy
71,policy,2023,DATE,28,32,base_spacy
71,policy,2.5,CARDINAL,88,91,base_spacy
71,policy,2.9 degrees,QUANTITY,95,106,base_spacy
71,policy,2100,DATE,129,133,base_spacy
71,policy,2.0 degrees,QUANTITY,218,229,base_spacy
71,policy,the Paris Agreement,EVENT,243,262,base_spacy
71,policy,42%,PERCENT,293,296,base_spacy
71,policy,2030,DATE,330,334,base_spacy
71,policy,57%,PERCENT,341,344,base_spacy
71,policy,2035,DATE,358,362,base_spacy
71,policy,2019,DATE,375,379,base_spacy
72,adaptation,Jordan,GPE,85,91,base_spacy
72,adaptation,Israel,GPE,93,99,base_spacy
72,adaptation,the Palestinian Authority,ORG,105,130,base_spacy
72,adaptation,300 million cubic meters,QUANTITY,148,172,base_spacy
72,adaptation,Dead Sea,LOC,221,229,base_spacy
72,adaptation,$10 billion,MONEY,242,253,base_spacy
72,adaptation,800 megawatts,QUANTITY,306,319,base_spacy
72,adaptation,400-meter,QUANTITY,330,339,base_spacy
72,adaptation,the Red Sea,LOC,369,380,base_spacy
72,adaptation,2024,DATE,401,405,base_spacy
72,adaptation,World Bank,ORG,442,452,base_spacy
73,impact,The Lancet Planetary Health,ORG,28,55,base_spacy
73,impact,35 degrees,QUANTITY,98,108,base_spacy
73,impact,12%,PERCENT,160,163,base_spacy
73,impact,the Middle East,LOC,177,192,base_spacy
73,impact,South Asia,LOC,197,207,base_spacy
73,impact,$2.4 trillion,MONEY,268,281,base_spacy
73,impact,annually,DATE,282,290,base_spacy
73,impact,2030,DATE,294,298,base_spacy
73,impact,Jordan,PERSON,300,306,base_spacy
73,impact,40%,PERCENT,381,384,base_spacy
73,impact,months,DATE,428,434,base_spacy
74,science,Antarctic,ORG,4,13,base_spacy
74,science,26.0 million square kilometers,QUANTITY,55,85,base_spacy
74,science,"September 21, 2023",DATE,89,107,base_spacy
74,science,12th,ORDINAL,124,128,base_spacy
74,science,1979,DATE,160,164,base_spacy
74,science,the Montreal Protocol,ORG,172,193,base_spacy
74,science,approximately 2066,DATE,269,287,base_spacy
74,science,Antarctica,LOC,293,303,base_spacy
74,science,NOAA,ORG,321,325,base_spacy
74,science,NASA,ORG,330,334,base_spacy
75,adaptation,Mediterranean,LOC,77,90,base_spacy
75,adaptation,5-15%,PERCENT,101,106,base_spacy
75,adaptation,2050,DATE,110,114,base_spacy
75,adaptation,Jordan,GPE,162,168,base_spacy
75,adaptation,Al Tafila,PERSON,171,180,base_spacy
75,adaptation,38,CARDINAL,202,204,base_spacy
75,adaptation,117 megawatts,QUANTITY,217,230,base_spacy
75,adaptation,"approximately 80,000",CARDINAL,365,385,base_spacy
75,adaptation,Jordanian,NORP,386,395,base_spacy
75,adaptation,annually,DATE,407,415,base_spacy
76,science,The Intergovernmental Panel on Climate Change Special Report,ORG,0,60,base_spacy
76,science,90%,PERCENT,130,133,base_spacy
76,science,1970,DATE,197,201,base_spacy
76,science,Marine,ORG,203,209,base_spacy
76,science,1982,DATE,252,256,base_spacy
76,science,20 to 50,CARDINAL,285,293,base_spacy
76,science,2 degrees,QUANTITY,320,329,base_spacy
77,policy,October 2023,DATE,3,15,base_spacy
77,policy,the African Group of Negotiators,ORG,17,49,base_spacy
77,policy,$1.3 trillion,MONEY,61,74,base_spacy
77,policy,annual,DATE,78,84,base_spacy
77,policy,2030,DATE,104,108,base_spacy
77,policy,approximately $100 billion,MONEY,140,166,base_spacy
77,policy,Africa,LOC,242,248,base_spacy
77,policy,only 3.8%,PERCENT,258,267,base_spacy
77,policy,$50 billion,MONEY,318,329,base_spacy
77,policy,100,MONEY,362,365,base_spacy
77,policy,2030,DATE,381,385,base_spacy
78,adaptation,Jordan,GPE,0,6,base_spacy
78,adaptation,Azraq,ORG,9,14,base_spacy
78,adaptation,"approximately 43,000",CARDINAL,37,57,base_spacy
78,adaptation,Syrian,NORP,58,64,base_spacy
78,adaptation,first,ORDINAL,94,99,base_spacy
78,adaptation,2017,DATE,159,163,base_spacy
78,adaptation,12.9-megawatt,QUANTITY,171,184,base_spacy
78,adaptation,UNHCR,ORG,216,221,base_spacy
78,adaptation,IKEA Foundation,ORG,226,241,base_spacy
78,adaptation,$5.5 million,MONEY,270,282,base_spacy
78,adaptation,annually,DATE,283,291,base_spacy
78,adaptation,14 hours,TIME,321,329,base_spacy
78,adaptation,only 8 hours,TIME,425,437,base_spacy
123,science,The United Nations Environment Programme,ORG,0,40,base_spacy
123,science,2023,DATE,54,58,base_spacy
123,science,Global Methane Assessment,WORK_OF_ART,59,84,base_spacy
123,science,45%,PERCENT,150,153,base_spacy
123,science,2030,DATE,157,161,base_spacy
123,science,three,CARDINAL,300,305,base_spacy
123,science,UNEP,ORG,323,327,base_spacy
123,science,0.3 degrees,QUANTITY,380,391,base_spacy
123,science,mid-century,DATE,406,417,base_spacy
124,policy,The International Maritime Organization,ORG,0,39,base_spacy
124,policy,July 2023,DATE,85,94,base_spacy
124,policy,2050,DATE,177,181,base_spacy
124,policy,50%,PERCENT,209,212,base_spacy
124,policy,approximately 3%,PERCENT,246,262,base_spacy
124,policy,20%,PERCENT,336,339,base_spacy
124,policy,2030,DATE,362,366,base_spacy
124,policy,70%,PERCENT,371,374,base_spacy
124,policy,2040,DATE,378,382,base_spacy
124,policy,2008,DATE,395,399,base_spacy
125,science,Nature Food,ORG,11,22,base_spacy
125,science,approximately 34%,PERCENT,76,93,base_spacy
125,science,14.5%,PERCENT,187,192,base_spacy
125,science,up to 70%,PERCENT,404,413,base_spacy
126,impact,The World Resources Institute,ORG,0,29,base_spacy
126,impact,22.8 million,CARDINAL,75,87,base_spacy
126,impact,2023,DATE,100,104,base_spacy
126,impact,every 5 seconds,TIME,154,169,base_spacy
126,impact,3.7 million,CARDINAL,214,225,base_spacy
126,impact,Brazil,GPE,241,247,base_spacy
126,impact,the Democratic Republic of Congo,GPE,249,281,base_spacy
126,impact,Bolivia,GPE,287,294,base_spacy
127,adaptation,Jordan,GPE,0,6,base_spacy
127,adaptation,Ministry of Water and Irrigation,ORG,9,41,base_spacy
127,adaptation,the National Water Strategy,ORG,51,78,base_spacy
127,adaptation,2023-2040,DATE,79,88,base_spacy
127,adaptation,25%,PERCENT,102,105,base_spacy
127,adaptation,40%,PERCENT,150,153,base_spacy
127,adaptation,400 million cubic meters,QUANTITY,288,312,base_spacy
127,adaptation,annually,DATE,313,321,base_spacy
127,adaptation,the World Bank,ORG,354,368,base_spacy
127,adaptation,USAID,ORG,370,375,base_spacy
127,adaptation,German,NORP,385,391,base_spacy
127,adaptation,KfW,ORG,411,414,base_spacy
127,adaptation,$1.8 billion,MONEY,428,440,base_spacy
128,policy,"over 12,500",CARDINAL,67,78,base_spacy
128,policy,1 billion,CARDINAL,90,99,base_spacy
128,policy,32%,PERCENT,185,188,base_spacy
128,policy,2030,DATE,192,196,base_spacy
128,policy,approximately 70%,PERCENT,217,234,base_spacy
129,science,the Middle East,LOC,57,72,base_spacy
129,science,winter,DATE,79,85,base_spacy
129,science,10-20%,PERCENT,108,114,base_spacy
129,science,1960,DATE,121,125,base_spacy
129,science,Earth,LOC,221,226,base_spacy
129,science,the Eastern Mediterranean,LOC,277,302,base_spacy
129,science,3.5,CARDINAL,332,335,base_spacy
129,science,1900,DATE,342,346,base_spacy
129,science,20%,PERCENT,382,385,base_spacy
129,science,2050,DATE,395,399,base_spacy
130,policy,The Asian Development Bank,ORG,0,26,base_spacy
130,policy,$100 billion,MONEY,37,49,base_spacy
130,policy,2019-2030,DATE,88,97,base_spacy
130,policy,South,LOC,145,150,base_spacy
130,policy,Southeast Asia,LOC,155,169,base_spacy
130,policy,$250 million,MONEY,302,314,base_spacy
130,policy,Pakistan,GPE,323,331,base_spacy
130,policy,$180 million,MONEY,368,380,base_spacy
130,policy,India,GPE,421,426,base_spacy
131,science,the Tibetan Plateau,LOC,26,45,base_spacy
131,science,1.5 million square kilometers,QUANTITY,85,114,base_spacy
131,science,Qinghai,GPE,164,171,base_spacy
131,science,2006,DATE,200,204,base_spacy
131,science,0.5 degrees Celsius,QUANTITY,356,375,base_spacy
131,science,1980,DATE,393,397,base_spacy
131,science,40%,PERCENT,403,406,base_spacy
131,science,2100,DATE,452,456,base_spacy
132,policy,The European Investment Bank,ORG,0,28,base_spacy
132,policy,36 billion,CARDINAL,38,48,base_spacy
132,policy,2023,DATE,112,116,base_spacy
132,policy,58%,PERCENT,131,134,base_spacy
132,policy,4.5 billion,MONEY,182,193,base_spacy
132,policy,the North Sea,LOC,221,234,base_spacy
132,policy,2 billion,MONEY,238,247,base_spacy
132,policy,Poland,GPE,288,294,base_spacy
132,policy,500 million,CARDINAL,302,313,base_spacy
132,policy,Spain,GPE,357,362,base_spacy
132,policy,1 trillion,QUANTITY,390,400,base_spacy
132,policy,2030,DATE,430,434,base_spacy
133,science,the Dead Sea,LOC,59,71,base_spacy
133,science,60%,PERCENT,149,152,base_spacy
133,science,1990,DATE,159,163,base_spacy
133,science,the University of Jordan,ORG,182,206,base_spacy
133,science,the Helmholtz Centre for Environmental Research,ORG,211,258,base_spacy
133,science,The Dead Sea's,LOC,364,378,base_spacy
133,science,31.5%,PERCENT,407,412,base_spacy
133,science,34.2%,PERCENT,416,421,base_spacy
133,science,three decades,DATE,425,438,base_spacy
134,adaptation,Indonesia,GPE,0,9,base_spacy
134,adaptation,"600,000",CARDINAL,89,96,base_spacy
134,adaptation,2025,DATE,138,142,base_spacy
134,adaptation,3,CARDINAL,180,181,base_spacy
134,adaptation,5,CARDINAL,185,186,base_spacy
134,adaptation,2024,DATE,293,297,base_spacy
134,adaptation,"130,000",CARDINAL,299,306,base_spacy
134,adaptation,FAO,ORG,390,393,base_spacy
134,adaptation,the Asian Development Bank,ORG,398,424,base_spacy
137,adaptation,The Global Commission on Adaptation,ORG,0,35,base_spacy
137,adaptation,$1.8 trillion,MONEY,61,74,base_spacy
137,adaptation,between 2020 and 2030,DATE,97,118,base_spacy
137,adaptation,five,CARDINAL,126,130,base_spacy
137,adaptation,$7.1 trillion,MONEY,303,316,base_spacy
137,adaptation,Ban Ki-moon,PERSON,367,378,base_spacy
137,adaptation,Bill Gates,PERSON,383,393,base_spacy
138,science,the Alfred Wegener Institute,ORG,16,44,base_spacy
138,science,Nature Climate Change,ORG,67,88,base_spacy
138,science,Antarctic,LOC,106,115,base_spacy
138,science,between 2012 and 2022,DATE,133,154,base_spacy
138,science,the previous decade,DATE,167,186,base_spacy
138,science,the Doomsday Glacier,PERSON,220,240,base_spacy
138,science,2 kilometers,QUANTITY,269,281,base_spacy
138,science,65 centimeters,QUANTITY,342,356,base_spacy
138,science,West Antarctic Ice Sheet,LOC,405,429,base_spacy
139,impact,The Jordan River,LOC,0,16,base_spacy
139,impact,1.3 billion cubic meters,QUANTITY,34,58,base_spacy
139,impact,annually,DATE,59,67,base_spacy
139,impact,less than 100 million cubic meters,MONEY,81,115,base_spacy
139,impact,93%,PERCENT,120,123,base_spacy
139,impact,Israel,GPE,154,160,base_spacy
139,impact,Jordan,GPE,162,168,base_spacy
139,impact,Syria,GPE,174,179,base_spacy
139,impact,Friends of the Earth Middle East,ORG,317,349,base_spacy
140,adaptation,Kenya,GPE,0,5,base_spacy
140,adaptation,Africa,LOC,15,21,base_spacy
140,adaptation,Olkaria,GPE,58,65,base_spacy
140,adaptation,the Great Rift Valley,FAC,69,90,base_spacy
140,adaptation,863 megawatts,QUANTITY,103,116,base_spacy
140,adaptation,45%,PERCENT,131,134,base_spacy
140,adaptation,95%,PERCENT,187,190,base_spacy
140,adaptation,Kenya,GPE,250,255,base_spacy
140,adaptation,"5,000 megawatts",QUANTITY,295,310,base_spacy
140,adaptation,2030,DATE,314,318,base_spacy
140,adaptation,the African Union,ORG,352,369,base_spacy
140,adaptation,the Japan International Cooperation Agency,ORG,374,416,base_spacy
142,science,IPCC,ORG,4,8,base_spacy
142,science,Working Group III,ORG,11,28,base_spacy
142,science,21%,PERCENT,133,136,base_spacy
142,science,zero,CARDINAL,195,199,base_spacy
142,science,2030,DATE,254,258,base_spacy
142,science,2-3%,PERCENT,313,317,base_spacy
142,science,75-90%,PERCENT,397,403,base_spacy
143,policy,December 2023,DATE,3,16,base_spacy
143,policy,the United Nations,ORG,18,36,base_spacy
143,policy,2025,DATE,48,52,base_spacy
143,policy,the International Year of Glaciers,EVENT,56,90,base_spacy
143,policy,Over 200 million,CARDINAL,202,218,base_spacy
143,policy,Hindu,NORP,303,308,base_spacy
143,policy,Kush Himalayan,PERSON,309,323,base_spacy
143,policy,ten,CARDINAL,383,386,base_spacy
143,policy,Asia,LOC,414,418,base_spacy
144,science,Red Sea,LOC,4,11,base_spacy
144,science,Science Advances,ORG,191,207,base_spacy
144,science,the Gulf of Aqaba,FAC,229,246,base_spacy
144,science,4-5 degrees,QUANTITY,274,285,base_spacy
144,science,Jordan,GPE,385,391,base_spacy
144,science,Saudi Arabia,GPE,396,408,base_spacy
144,science,Red Sea,LOC,461,468,base_spacy
147,science,The World Glacier Monitoring Service,ORG,0,36,base_spacy
147,science,over 1 meter,QUANTITY,106,118,base_spacy
147,science,2023,DATE,122,126,base_spacy
147,science,Swiss,NORP,168,173,base_spacy
147,science,10%,PERCENT,194,197,base_spacy
147,science,the past two years,DATE,227,245,base_spacy
147,science,The Aletsch Glacier,PERSON,247,266,base_spacy
147,science,Alps,LOC,287,291,base_spacy
147,science,3 kilometers,QUANTITY,310,322,base_spacy
147,science,1900,DATE,329,333,base_spacy
147,science,80%,PERCENT,359,362,base_spacy
147,science,2100,CARDINAL,388,392,base_spacy
148,adaptation,the Jordan Valley,LOC,39,56,base_spacy
148,adaptation,15-30%,PERCENT,97,103,base_spacy
148,adaptation,40%,PERCENT,140,143,base_spacy
148,adaptation,FAO,ORG,313,316,base_spacy
148,adaptation,the Jordanian Ministry of Agriculture,ORG,321,358,base_spacy
148,adaptation,"10,000",CARDINAL,396,402,base_spacy
148,adaptation,2026,DATE,425,429,base_spacy
151,policy,the International Court of Justice,ORG,21,55,base_spacy
151,policy,March 2024,DATE,59,69,base_spacy
151,policy,Vanuatu,PERSON,215,222,base_spacy
151,policy,over 130,CARDINAL,240,248,base_spacy
151,policy,"Over 2,300",CARDINAL,363,373,base_spacy
151,policy,65,CARDINAL,419,421,base_spacy
152,adaptation,up to 90%,PERCENT,167,176,base_spacy
152,adaptation,Jordan,GPE,213,219,base_spacy
152,adaptation,20-megawatt,QUANTITY,254,265,base_spacy
152,adaptation,the King Talal Dam reservoir,ORG,297,325,base_spacy
152,adaptation,8 million cubic meters,QUANTITY,383,405,base_spacy
154,policy,The Global Adaptation Finance Tracker,ORG,0,37,base_spacy
154,policy,only 7%,PERCENT,51,58,base_spacy
154,policy,The Climate Justice Alliance,ORG,173,201,base_spacy
154,policy,Bangladesh,GPE,366,376,base_spacy
154,policy,Kenya,GPE,378,383,base_spacy
154,policy,Pacific Island,LOC,389,403,base_spacy
155,science,the King Abdullah University of Science and Technology,ORG,15,69,base_spacy
155,science,Saudi Arabia,GPE,73,85,base_spacy
155,science,CRISPR,PERSON,136,142,base_spacy
155,science,Tabuk,LOC,258,263,base_spacy
155,science,85%,PERCENT,284,287,base_spacy
155,science,three,CARDINAL,338,343,base_spacy
155,science,the Middle East,LOC,441,456,base_spacy
157,impact,The Global Biodiversity Framework Monitor,ORG,0,41,base_spacy
157,impact,37%,PERCENT,56,59,base_spacy
157,impact,The Mediterranean Sea,LOC,303,324,base_spacy
157,impact,41%,PERCENT,334,337,base_spacy
157,impact,1970,DATE,377,381,base_spacy
158,adaptation,Jordan,PERSON,0,6,base_spacy
158,adaptation,the European Space Agency,ORG,22,47,base_spacy
158,adaptation,45,CARDINAL,71,73,base_spacy
158,adaptation,3,CARDINAL,108,109,base_spacy
158,adaptation,the Jordan Valley,LOC,160,177,base_spacy
158,adaptation,$12 million,MONEY,210,221,base_spacy
158,adaptation,March 2024,DATE,249,259,base_spacy
158,adaptation,"15,000",CARDINAL,296,302,base_spacy
158,adaptation,an estimated 22%,PERCENT,398,414,base_spacy
158,adaptation,the 2024 winter season,DATE,422,444,base_spacy
160,science,45 million tonnes,QUANTITY,67,84,base_spacy
160,science,2024,DATE,106,110,base_spacy
160,science,the Global CCS Institute,ORG,125,149,base_spacy
160,science,Gorgon,ORG,189,195,base_spacy
160,science,Western Australia,LOC,207,224,base_spacy
160,science,4 million tonnes,QUANTITY,235,251,base_spacy
160,science,annually,DATE,252,260,base_spacy
160,science,CCS,GPE,288,291,base_spacy
161,policy,OECD,ORG,4,8,base_spacy
161,policy,$1.3 trillion,MONEY,97,110,base_spacy
161,policy,2022,DATE,114,118,base_spacy
161,policy,2021,DATE,138,142,base_spacy
161,policy,IMF,ORG,256,259,base_spacy
161,policy,$7 trillion,MONEY,364,375,base_spacy
161,policy,7.1%,PERCENT,401,405,base_spacy
162,impact,threatens 40%,PERCENT,16,29,base_spacy
162,impact,Earth,LOC,37,42,base_spacy
162,impact,2 billion,CARDINAL,88,97,base_spacy
162,impact,12 million,CARDINAL,139,149,base_spacy
162,impact,annually,DATE,218,226,base_spacy
162,impact,$490 billion,MONEY,262,274,base_spacy
162,impact,The Sahara Desert,LOC,285,302,base_spacy
162,impact,10%,PERCENT,319,322,base_spacy
162,impact,1920,DATE,329,333,base_spacy
162,impact,Sahel,PERSON,364,369,base_spacy
162,impact,approximately 48 kilometers,QUANTITY,383,410,base_spacy
164,policy,$2.2 trillion,MONEY,32,45,base_spacy
164,policy,the end of 2023,DATE,72,87,base_spacy
164,policy,annual,DATE,94,100,base_spacy
164,policy,$575 billion,MONEY,119,131,base_spacy
164,policy,The European Union,ORG,133,151,base_spacy
164,policy,China,GPE,203,208,base_spacy
164,policy,the United States,GPE,213,230,base_spacy
164,policy,Jordan,PERSON,232,238,base_spacy
164,policy,first,ORDINAL,250,255,base_spacy
164,policy,2023,DATE,280,284,base_spacy
164,policy,$250 million,MONEY,294,306,base_spacy
165,impact,73,CARDINAL,57,59,base_spacy
165,impact,1 degree,QUANTITY,275,283,base_spacy
165,impact,3-5%,PERCENT,357,361,base_spacy
167,impact,The Global Heat Health Information Network,ORG,0,42,base_spacy
167,impact,2024 heatwave season,DATE,59,79,base_spacy
167,impact,El Nino,ORG,136,143,base_spacy
167,impact,the Northern Hemisphere,LOC,171,194,base_spacy
167,impact,the Middle East,LOC,242,257,base_spacy
167,impact,South Asia,LOC,262,272,base_spacy
167,impact,hours,TIME,354,359,base_spacy
167,impact,Amman,GPE,398,403,base_spacy
167,impact,Riyadh,GPE,405,411,base_spacy
167,impact,Baghdad,GPE,417,424,base_spacy
168,adaptation,up to 10%,PERCENT,102,111,base_spacy
168,adaptation,2050,DATE,137,141,base_spacy
168,adaptation,The Red Sea's,LOC,163,176,base_spacy
168,adaptation,Saudi Arabia,GPE,255,267,base_spacy
168,adaptation,500-megawatt,QUANTITY,279,291,base_spacy
168,adaptation,Neom,GPE,316,320,base_spacy
168,adaptation,Mediterranean,LOC,369,382,base_spacy
168,adaptation,Spain,GPE,401,406,base_spacy
168,adaptation,Italy,GPE,408,413,base_spacy
168,adaptation,Greece,GPE,419,425,base_spacy
170,policy,The Global Stocktake at COP28,WORK_OF_ART,0,29,base_spacy
170,policy,first,ORDINAL,35,40,base_spacy
170,policy,the Paris Agreement,EVENT,84,103,base_spacy
170,policy,2.4-2.6 degrees,QUANTITY,220,235,base_spacy
170,policy,2100,DATE,250,254,base_spacy
170,policy,non-CO2,NORP,401,408,base_spacy
171,adaptation,AI,GPE,88,90,base_spacy
171,adaptation,30-50%,PERCENT,158,164,base_spacy
171,adaptation,the Jordan Valley,LOC,201,218,base_spacy
171,adaptation,200,CARDINAL,228,231,base_spacy
171,adaptation,IoT,ORG,243,246,base_spacy
171,adaptation,35%,PERCENT,337,340,base_spacy
171,adaptation,GIZ,ORG,425,428,base_spacy
171,adaptation,the Jordanian Ministry of Agriculture,ORG,433,470,base_spacy
173,adaptation,The International Renewable Energy Agency,ORG,0,41,base_spacy
173,adaptation,0.049,MONEY,138,143,base_spacy
173,adaptation,2023,DATE,165,169,base_spacy
173,adaptation,89%,PERCENT,174,177,base_spacy
173,adaptation,2010,DATE,192,196,base_spacy
173,adaptation,0.033,MONEY,226,231,base_spacy
173,adaptation,80%,PERCENT,244,247,base_spacy
173,adaptation,The Middle East,LOC,344,359,base_spacy
173,adaptation,North Africa,GPE,364,376,base_spacy
174,science,the Gulf of Aqaba,FAC,32,49,base_spacy
174,science,23,CARDINAL,75,77,base_spacy
174,science,Red Sea,LOC,181,188,base_spacy
174,science,the University of Jordan,ORG,226,250,base_spacy
174,science,the Aqaba Marine Science Station,ORG,255,287,base_spacy
174,science,Indo-Pacific,ORG,311,323,base_spacy
174,science,Jordanian,NORP,373,382,base_spacy
174,science,Mediterranean,LOC,446,459,base_spacy
176,science,NASA,ORG,17,21,base_spacy
