text_id,language,category,source,model,entity_text,entity_label,start_char,end_char,score,text_length_words
9,en,policy,Green Climate Fund Dispatch,spaCy:xx_ent_wiki_sm,Congo Basin,LOC,259,270,,61
9,en,policy,Green Climate Fund Dispatch,spaCy:xx_ent_wiki_sm,Jordan,LOC,316,322,,61
9,en,policy,Green Climate Fund Dispatch,HF:Davlan/xlm-roberta-base-wikiann-ner,Green Climate Fund,ORG,4,22,0.9998464584350586,61
9,en,policy,Green Climate Fund Dispatch,HF:Davlan/xlm-roberta-base-wikiann-ner,Songdo,LOC,109,115,0.9980596303939819,61
9,en,policy,Green Climate Fund Dispatch,HF:Davlan/xlm-roberta-base-wikiann-ner,South Korea,LOC,117,128,0.8208848237991333,61
9,en,policy,Green Climate Fund Dispatch,HF:Davlan/xlm-roberta-base-wikiann-ner,Bangladesh,LOC,201,211,0.9941241145133972,61
9,en,policy,Green Climate Fund Dispatch,HF:Davlan/xlm-roberta-base-wikiann-ner,Congo Basin,LOC,259,270,0.9908321499824524,61
9,en,policy,Green Climate Fund Dispatch,HF:Davlan/xlm-roberta-base-wikiann-ner,Jordan,LOC,316,322,0.9953014850616455,61
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,Kigali Amendment,LOC,4,20,,59
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,Montreal Protocol,MISC,28,45,,59
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,HFCs,MISC,172,176,,59
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,CO2,MISC,261,264,,59
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,UNEP,ORG,266,270,,59
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,Kigali Amendment,LOC,313,329,,59
52,en,policy,UNEP Ozone Secretariat,spaCy:xx_ent_wiki_sm,Celsius,PER,359,366,,59
52,en,policy,UNEP Ozone Secretariat,HF:Davlan/xlm-roberta-base-wikiann-ner,Kigali Amendment to,ORG,4,23,0.9836259484291077,59
52,en,policy,UNEP Ozone Secretariat,HF:Davlan/xlm-roberta-base-wikiann-ner,Montreal Protocol,ORG,28,45,0.8797037601470947,59
52,en,policy,UNEP Ozone Secretariat,HF:Davlan/xlm-roberta-base-wikiann-ner,UN,ORG,266,268,0.5932945609092712,59
71,en,policy,UNEP Emissions Gap Report,spaCy:xx_ent_wiki_sm,UNEP,ORG,0,4,,66
71,en,policy,UNEP Emissions Gap Report,spaCy:xx_ent_wiki_sm,Emissions Gap Report 2023,MISC,7,32,,66
71,en,policy,UNEP Emissions Gap Report,spaCy:xx_ent_wiki_sm,Celsius,PER,107,114,,66
71,en,policy,UNEP Emissions Gap Report,spaCy:xx_ent_wiki_sm,NDCs,MISC,192,196,,66
71,en,policy,UNEP Emissions Gap Report,spaCy:xx_ent_wiki_sm,Paris Agreement,ORG,247,262,,66
71,en,policy,UNEP Emissions Gap Report,HF:Davlan/xlm-roberta-base-wikiann-ner,UNEP,ORG,0,4,0.7044030427932739,66
71,en,policy,UNEP Emissions Gap Report,HF:Davlan/xlm-roberta-base-wikiann-ner,Emissions Gap Report,ORG,7,27,0.9951682090759277,66
71,en,policy,UNEP Emissions Gap Report,HF:Davlan/xlm-roberta-base-wikiann-ner,Paris Agreement,ORG,247,262,0.9926584959030151,66
151,en,policy,International Court of Justice Advisory,spaCy:xx_ent_wiki_sm,International Court of Justice,ORG,25,55,,63
151,en,policy,International Court of Justice Advisory,spaCy:xx_ent_wiki_sm,Vanuatu,LOC,215,222,,63
151,en,policy,International Court of Justice Advisory,HF:Davlan/xlm-roberta-base-wikiann-ner,International Court of Justice,ORG,25,55,0.9997548460960388,63
151,en,policy,International Court of Justice Advisory,HF:Davlan/xlm-roberta-base-wikiann-ner,Vanuatu,LOC,215,222,0.9508561491966248,63
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,Climate Action Tracker,ORG,4,26,,61
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,Paris Agreement-compatible,ORG,123,149,,61
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,United States,LOC,275,288,,61
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,China,LOC,290,295,,61
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,Russia,LOC,297,303,,61
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,India,LOC,309,314,,61
189,en,policy,Climate Action Tracker,spaCy:xx_ent_wiki_sm,G20,ORG,385,388,,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,Climate Action Tracker,ORG,4,26,0.9991119503974915,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,Paris Agreement,LOC,123,138,0.7202233672142029,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,United States,LOC,275,288,0.9998035430908203,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,China,LOC,290,295,0.9996671676635742,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,Russia,LOC,297,303,0.9993950128555298,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,India,LOC,309,314,0.9994884729385376,61
189,en,policy,Climate Action Tracker,HF:Davlan/xlm-roberta-base-wikiann-ner,G,ORG,385,386,0.5260756015777588,61
55,en,science,Global Carbon Project,spaCy:xx_ent_wiki_sm,The Global Carbon Project,MISC,0,25,,65
55,en,science,Global Carbon Project,spaCy:xx_ent_wiki_sm,CO2,MISC,47,50,,65
55,en,science,Global Carbon Project,spaCy:xx_ent_wiki_sm,India,LOC,281,286,,65
55,en,science,Global Carbon Project,spaCy:xx_ent_wiki_sm,China,LOC,291,296,,65
55,en,science,Global Carbon Project,spaCy:xx_ent_wiki_sm,European Union,ORG,375,389,,65
55,en,science,Global Carbon Project,HF:Davlan/xlm-roberta-base-wikiann-ner,Global Carbon Project,ORG,4,25,0.9998285174369812,65
55,en,science,Global Carbon Project,HF:Davlan/xlm-roberta-base-wikiann-ner,CO2 emissions,ORG,47,60,0.8424524664878845,65
55,en,science,Global Carbon Project,HF:Davlan/xlm-roberta-base-wikiann-ner,and industry,ORG,79,91,0.6889351606369019,65
55,en,science,Global Carbon Project,HF:Davlan/xlm-roberta-base-wikiann-ner,India,LOC,281,286,0.998670220375061,65
55,en,science,Global Carbon Project,HF:Davlan/xlm-roberta-base-wikiann-ner,China,LOC,291,296,0.9990509152412415,65
55,en,science,Global Carbon Project,HF:Davlan/xlm-roberta-base-wikiann-ner,European Union,ORG,375,389,0.7726767063140869,65
57,en,science,British Antarctic Survey,spaCy:xx_ent_wiki_sm,British Antarctic Survey,ORG,4,28,,65
57,en,science,British Antarctic Survey,spaCy:xx_ent_wiki_sm,Antarctic,LOC,60,69,,65
57,en,science,British Antarctic Survey,spaCy:xx_ent_wiki_sm,Antarctic,MISC,314,323,,65
57,en,science,British Antarctic Survey,HF:Davlan/xlm-roberta-base-wikiann-ner,British Antarctic Survey,ORG,4,28,0.9984597563743591,65
57,en,science,British Antarctic Survey,HF:Davlan/xlm-roberta-base-wikiann-ner,Antarctic sea ice,LOC,60,77,0.9891589879989624,65
57,en,science,British Antarctic Survey,HF:Davlan/xlm-roberta-base-wikiann-ner,Antarctic ice dynamic,LOC,314,335,0.9568517804145813,65
57,en,science,British Antarctic Survey,HF:Davlan/xlm-roberta-base-wikiann-ner,heat transport,LOC,393,407,0.8800525665283203,65
129,en,science,Earth's Future Journal,spaCy:xx_ent_wiki_sm,Middle East,ORG,61,72,,67
129,en,science,Earth's Future Journal,spaCy:xx_ent_wiki_sm,Earth's Future,MISC,221,235,,67
129,en,science,Earth's Future Journal,spaCy:xx_ent_wiki_sm,Eastern Mediterranean,MISC,281,302,,67
129,en,science,Earth's Future Journal,HF:Davlan/xlm-roberta-base-wikiann-ner,Middle East,LOC,61,72,0.9988597631454468,67
129,en,science,Earth's Future Journal,HF:Davlan/xlm-roberta-base-wikiann-ner,Earth's Future,ORG,221,235,0.9998864531517029,67
129,en,science,Earth's Future Journal,HF:Davlan/xlm-roberta-base-wikiann-ner,Eastern Mediterranean,LOC,281,302,0.9991915225982666,67
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,Alfred Wegener Institute,ORG,20,44,,68
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,Nature Climate Change,MISC,67,88,,68
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,Antarctic,MISC,106,115,,68
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,Thwaites Glacier,LOC,192,208,,68
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,Doomsday Glacier,PER,224,240,,68
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,Complete,PER,358,366,,68
138,en,science,Nature Climate Change,spaCy:xx_ent_wiki_sm,West Antarctic Ice Sheet,ORG,405,429,,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,Alfred Wegener Institute,ORG,20,44,0.9998325109481812,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,Nature Climate Change,ORG,67,88,0.9995179772377014,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,Antarctic,LOC,106,115,0.8041218519210815,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,i,ORG,116,117,0.45120808482170105,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,Thwaites Glacier,LOC,192,208,0.9983148574829102,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,Doomsday Glacier,LOC,224,240,0.9583683609962463,68
138,en,science,Nature Climate Change,HF:Davlan/xlm-roberta-base-wikiann-ner,West Antarctic Ice Sheet,LOC,405,429,0.9959136843681335,68
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Red Sea,LOC,4,11,,70
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Science Advances,MISC,191,207,,70
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Gulf of Aqaba,LOC,233,246,,70
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Celsius,PER,286,293,,70
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Jordan,LOC,385,391,,70
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Saudi Arabia,LOC,396,408,,70
144,en,science,Science Advances,spaCy:xx_ent_wiki_sm,Red Sea,LOC,461,468,,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,Red Sea coral re,LOC,4,20,0.9323343634605408,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,Science Advances,ORG,191,207,0.9976310729980469,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,Gul,LOC,233,236,0.9940549731254578,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,f of Aqaba,LOC,236,246,0.9243671894073486,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,Jordan,LOC,385,391,0.9993201494216919,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,Saudi Arabia,LOC,396,408,0.9996479153633118,70
144,en,science,Science Advances,HF:Davlan/xlm-roberta-base-wikiann-ner,Red Sea,LOC,461,468,0.9551137685775757,70
